rel	size
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Dm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Fm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Cm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Em).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Am).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (G#m_Abm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (D#m_Ebm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Gm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (Bm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/9. Low Haunting (Minor) - 低沉幽寂音色（小调）/Low Haunting (F#m_Gbm).wav	4240438
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (F#_Gb).wav	1855878
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (C).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (G#_Ab).wav	1855878
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (G).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (F).wav	1855878
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (D#_Eb).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (C#_Db).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (D).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (E).wav	1855878
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (A).wav	1855878
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (A#_Bb).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/3. Reverse Piano (Major_Minor) - 反向钢琴（大小调通用）/Reverse Piano (B).wav	1855876
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (D#_Eb).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (G).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (A).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (A#_Bb).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (G#_Ab).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (E).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (D).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (F).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (C#_Db).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (F#_Gb).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (C).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/6. Guitar Chord (Major) - 吉他和弦（大调）/Guitar Chord (B).wav	6360038
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (G).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (F#_Gb).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (A).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (D#_Eb).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (A#_Bb).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (C).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (G#_Ab).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (C#_Db).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (E).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (F).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (D).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/5. Vocal Chop 2 (Major) - 人声切片2（大调）/Vocal Chop 2 (B).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (E).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (A#_Bb).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (B).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (F#_Gb).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (A).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (D).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (G#_Ab).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (D#_Eb).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (G).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (F).wav	3180630
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (C#_Db).wav	3180630
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/7. Melodic Transitions - 旋律过渡音色/1. Gentle (Major) - 柔和舒缓音色（大调）/Gentle (C).wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/10. Vintage Clock Wind.wav	1061026
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/1. Whoosh Click Loop.wav	315136
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/11. Vinyl Pulse.wav	2650726
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/3. Bow Cymbal Scratch.wav	3180632
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/7. Heart Beat 2.wav	5167768
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/2. Antique Timer.wav	2385776
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/5. Grandfathers Clock.wav	4047802
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/4. Clock Ticking Fast.wav	17343588
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/6. Heart Beat 1.wav	5167768
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/8. Mechanical Clock Ticking Fast.wav	5782048
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/8. Clicks - 轻敲咔哒音效/9. Old Slow Clock.wav	17343588
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/14. Pumping Kick - 律动底鼓.wav	4770338
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/13. High Grain Shaker - 高频颗粒沙锤（任意调）.wav	11536342
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/12. Fast Texture (Any Key) 120bpm - 快速纹理氛围音色（任意调）120拍.mp3	165504
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (A).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (C).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (G#_Ab).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (B).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (A#_Bb).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (F).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (D#_Eb).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (G).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (C#_Db).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (F#_Gb).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (D).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/5. Clock Bell (Major_Minor) 120bpm - 时钟铃音（大小调通用）120拍/Clock Bell (E).wav	2120828
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Cm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Fm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (C#m_Dbm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Em).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (F#m_Gbm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (A#m_Bbm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Am).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (G#m_Abm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (D#m_Ebm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Bm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Dm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/10. Bass Drive Flutter (Minor) 90bpm - 律动轻颤低音（小调）90拍/Bass Drive Flutter (Gm).wav	2827372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (D#_Eb).wav	8479662
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (F).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (B).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (C#_Db).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove A#_Bb.wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (G).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (E).wav	8479662
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (C).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (F#_Gb).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (D).wav	8479662
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (G#_Ab).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/2. Sub Groove (Major_Minor) 120bpm - 低频律动音色（大小调通用）120拍/Sub Groove (A).wav	8479664
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (C#_Db).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (C).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (E).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (D).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (D#_Eb).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (G#_Ab).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (F).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (F#_Gb).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (A#_Bb).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (B).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (A).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/3. Descending Chords (Major) 120bpm - 下行和弦音色（大调）120拍/Descending Chords (G).wav	16958148
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (G).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (G#_Ab).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (F#_Gb).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (C).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (D#_Eb).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (D).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (A).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (E).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (F).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (C#_Db).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (B).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/6. Guitar Groove (Major_Minor) 120bpm - 吉他律动音色（大小调通用）120拍/Guitar Groove (A#_Bb).wav	2120830
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (C).wav	2308372
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (C#_Db).wav	2308370
Multiply Sound@影采/1.Film Score Collection V1/1. Film Score Collection V1/3. Rhythms - 节奏型音色/9. Pulsing Bass (Minor) 120bpm - 脉动低音（小调）120拍/Pulsing Bass (E).wav	2308372
